title,question,expected_answer,generated_answer,is_similar
Affirmative_action_in_the_United_States,What was the purpose of Title VII of the Civil Rights Act?,to end discrimination in all firms with 25 or more employees,"['The purpose of Title VII of the Civil Rights Act was to end discrimination in the workplace. It aimed to prohibit employment discrimination based on race, color, religion, sex, or national origin in firms with 25 or more employees. Additionally, it established the Equal Employment Opportunity Commission to enforce these provisions and promote fair employment practices. Title VII sought to ensure that hiring, firing, and promotion decisions were made based on ability and qualifications rather than discriminatory factors.']",8
Han_dynasty,How many dragons were represented in Zhang Heng's invention of the seismometer?,eight,"[""Eight dragons were represented in Zhang Heng's invention of the seismometer.""]",3
Roman_Republic,Why did Julius Caesar wish to invade Gaul?,would give him the dramatic military success he sought,"['Julius Caesar wished to invade Gaul because he sought dramatic military success, which would enhance his reputation and power. He found his excuse to initiate the Gallic Wars when two local tribes began to migrate on a route that would bring them near the Roman province of Transalpine Gaul. This opportunity allowed him to pursue his ambitions for conquest and establish greater control in the region.']",8
Armenians,What is Hakobyan's career?,Art historian,['Hakobyan is a well-recognized Armenian ethnographic and patriotic folk singer known for his devotion to Armenian folk music and exceptional talent.'],0
Gramophone_record,What are two examples of high quality microphones?,moving coil microphone was introduced around 1930 and the velocity or ribbon microphone,['Two examples of high-quality microphones are the Western Electric moving coil or dynamic microphone and the variable reluctance magnetic pickup cartridge developed by General Electric.'],3
Digimon,What year was Digimon: The movie released in the US/Canada?,"October 6, 2000","['Digimon: The Movie was released in the US on October 6, 2000.']",8
Queen_Victoria,Where was osborne House that Victoria spent christmas at located?,on the Isle of Wight,['Osborne House is located on the Isle of Wight.'],8
Presbyterianism,"The church of Scotland was organized by this person, whats his name?",Andrew Melville,['The Church of Scotland was organized by Andrew Melville.'],7
IPod,What company manufactures the iPod?,Apple,['Apple Inc. manufactures the iPod.'],3
Middle_Ages,In what centuries did fiefs become hereditary?,11th and 12th,['Fiefs became hereditary during the 11th and 12th centuries.'],8
"Atlantic_City,_New_Jersey","Prior to and during the advent of legalized gaming, what happened to many of the hotels in Atlantic City?",demolished,"['Many of the hotels in Atlantic City were demolished prior to and during the advent of legalized gaming. Notable hotels that were torn down include The Breakers, the Chelsea, the Brighton, the Shelburne, the Mayflower, the Traymore, and the Marlborough-Blenheim, all of which were demolished in the 1970s and 1980s.']",3
Strasbourg,How many Jews were burned to death in 1349?,over a thousand,['Over a thousand Jews were publicly burnt to death on 14 February 1349 during one of the first and worst pogroms in pre-modern history.'],3
Modern_history,Who initially rejected the Japanese laws mandating military service?,peasant and warrior alike.,"['The context does not provide specific information regarding who initially rejected the Japanese laws mandating military service. Therefore, based on the provided texts, it is not possible to identify an individual or group that rejected those laws.']",0
Ottoman_Empire,In 1914 what portion of the Empire weren't Muslims?,19.1%,"[""In 1914, the Ottoman Empire had a significant portion of its population that were not Muslims. The Christian populations, particularly ethnic Greeks, Armenians, and Assyrians, as well as Jewish communities, made up a considerable minority. While exact statistics can vary, it is generally estimated that non-Muslims constituted about 25-30% of the total population of the empire at that time. This demographic diversity was a result of the Empire's historical expansion and the presence of various ethnic and religious groups within its territories.""]",0
Philadelphia,What percent are vacant as of 2013?,13 percent,"['As of 2013, 13 percent of housing units in Philadelphia were reported to be vacant.']",7
Northwestern_University,What does the Evanston Campus Framework Plan outline?,future development of the Evanston Campus,"['The Evanston Campus Framework Plan outlines plans for future development of the Evanston Campus, emphasizing sustainable construction of buildings and discussing improvements in transportation by optimizing pedestrian and bicycle access.']",8
Dissolution_of_the_Soviet_Union,Who was General Secretary prior to Mikhail Gorbachev?,Konstantin Chernenko,['The General Secretary prior to Mikhail Gorbachev was Konstantin Chernenko.'],9
